Date,Portfolio_Monthly_Return,Benchmark_Monthly_Return,excess_return
2021-01-31 00:00:00,-0.003819944793134633,0.0034705252908433515,-0.007290470083977985
2021-02-28 00:00:00,0.010984118590413816,0.02780557050383403,-0.016821451913420216
2021-03-31 00:00:00,0.018456848698152895,0.045399652843015836,-0.026942804144862942
2021-04-30 00:00:00,0.03690972282933469,0.05290997613768078,-0.01600025330834609
2021-05-31 00:00:00,0.04134347567835328,0.006566411094824254,0.03477706458352903
2021-06-30 00:00:00,-0.012912834073012136,0.022427383984500615,-0.03534021805751275
2021-07-31 00:00:00,0.013974715397259363,0.02441223747256349,-0.010437522075304129
2021-08-31 00:00:00,0.019600615467785465,0.029760047128746026,-0.01015943166096056
2021-09-30 00:00:00,-0.042716058728120565,-0.04660545059373844,0.003889391865617875
2021-10-31 00:00:00,0.05028248355771203,0.07016367315116612,-0.019881189593454085
2021-11-30 00:00:00,0.002295360081492781,-0.008034839693764728,0.01033019977525751
2021-12-31 00:00:00,0.04156394533970231,0.04624759731339534,-0.004683651973693026
2022-01-31 00:00:00,-0.06024414969028247,-0.05274120335718413,-0.007502946333098337
2022-02-28 00:00:00,0.013997482299031638,-0.029516850696083452,0.04351433299511509
2022-03-31 00:00:00,0.023786018969166767,0.0375901801276084,-0.01380416115844163
2022-04-30 00:00:00,-0.08093234292719154,-0.08776907770554376,0.006836734778352227
2022-05-31 00:00:00,-0.0006936890460516043,0.0022573621410664213,-0.0029510511871180256
2022-06-30 00:00:00,-0.08239101528833626,-0.08246048907186809,6.947378353183709e-05
2022-07-31 00:00:00,0.06945206433426288,0.09208742377921597,-0.022635359444953096
2022-08-31 00:00:00,-0.04874653695529463,-0.04080176081595266,-0.00794477613934197
2022-09-30 00:00:00,-0.09032530042900622,-0.09244596097209312,0.002120660543086905
2022-10-31 00:00:00,0.051036516201794946,0.0812755757292285,-0.030239059527433554
2022-11-30 00:00:00,0.09656390352185906,0.05559149299526234,0.040972410526596725
2022-12-31 00:00:00,-0.0395292835086305,-0.057628102522024216,0.01809881901339372
2023-01-31 00:00:00,0.09403537817100949,0.06288710356507798,0.031148274605931503
2023-02-28 00:00:00,-0.0337138555360188,-0.025142658980289223,-0.008571196555729577
2023-03-31 00:00:00,0.04515690820914764,0.03707778233997794,0.008079125869169701
2023-04-30 00:00:00,-0.00850790239541932,0.01597492646734211,-0.02448282886276143
2023-05-31 00:00:00,0.011181969239411282,0.00461623364315078,0.006565735596260502
2023-06-30 00:00:00,0.044299914448786115,0.06479972143286639,-0.02049980698408027
2023-07-31 00:00:00,0.040390796476307944,0.03273339839009792,0.007657398086210021
2023-08-31 00:00:00,-0.028127562540623208,-0.016251937153609175,-0.011875625387014033
2023-09-30 00:00:00,-0.06169145174743329,-0.047434652673257416,-0.014256799074175874
2023-10-31 00:00:00,-0.0023418395663651337,-0.021708561855558806,0.019366722289193672
2023-11-30 00:00:00,0.08863785212869146,0.09134388043039787,-0.002706028301706409
2023-12-31 00:00:00,0.06295495209545621,0.0456552120822844,0.017299740013171805
2024-01-31 00:00:00,-0.0025235332909459007,0.015926565688638927,-0.018450098979584828
2024-02-29 00:00:00,0.04762143656486506,0.05218682673180264,-0.004565390166937577
2024-03-31 00:00:00,0.06382422547431421,0.032701988314661756,0.031122237159652455
2024-04-30 00:00:00,-0.02169325218316287,-0.04031965128950277,0.018626399106339897
2024-05-31 00:00:00,0.04847584478508393,0.050579658484614765,-0.002103813699530832
2024-06-30 00:00:00,0.014382929304759484,0.035280251291501585,-0.0208973219867421
2024-07-31 00:00:00,0.039408252989691084,0.012109031554594196,0.027299221435096888
2024-08-31 00:00:00,0.014329513998754262,0.023365661279203476,-0.009036147280449214
2024-09-30 00:00:00,0.03232845838140541,0.021004643449419325,0.011323814931986087
2024-10-31 00:00:00,0.007646549515622825,-0.008923564267063755,0.01657011378268658
2024-11-30 00:00:00,0.03320906454471029,0.059633362316059646,-0.02642429777134936
2024-12-31 00:00:00,-0.03571301208566957,-0.024060108201609753,-0.011652903884059818
2025-01-31 00:00:00,0.046296808106271126,0.026856430400190145,0.01944037770608098
2025-02-28 00:00:00,-0.015962448289606468,-0.01269483282111894,-0.003267615468487528
2025-03-31 00:00:00,-0.009716462643785895,-0.05571921433503646,0.046002751691250565
2025-04-30 00:00:00,0.010281438993501757,-0.008670179898341734,0.01895161889184349
2025-05-31 00:00:00,0.05491401984464228,0.06284486771162645,-0.00793084786698417
2025-06-30 00:00:00,0.051830745352154706,0.05138616642795624,0.0004445789241984688
2025-07-31 00:00:00,0.014278362591169103,0.023031543443366553,-0.00875318085219745
2025-08-31 00:00:00,0.04092948841254418,0.020519537835421264,0.020409950577122915
2025-09-30 00:00:00,0.07403341022742271,0.035620412937162005,0.03841299729026071
2025-10-31 00:00:00,0.03292489651828401,0.023837321961132085,0.009087574557151923
2025-11-30 00:00:00,0.02253753356664623,0.0019500340230000912,0.020587499543646137
2025-12-31 00:00:00,0.012473213185933973,0.0007975195784819533,0.01167569360745202
2026-01-31 00:00:00,0.08214319074121668,0.014737732796225922,0.06740545794499075
2026-02-28 00:00:00,0.04589147214606948,-0.008641951723092345,0.05453342386916182
2026-03-31 00:00:00,-0.08150446994772609,-0.0493795460987313,-0.03212492384899479
2026-04-30 00:00:00,0.09245371163803817,0.10505265471572467,-0.012598943077686497
2026-05-31 00:00:00,0.0327515494250219,0.026382465534703137,0.006369083890318761
